필드명	행정표준용어	매칭결과
	토양오염관리대상시설	
	토양오염물질	
	토양유실	
	토양정밀조사	
	토양정화	
	토양정화업	
	토양조사	
	토요일	
	토의	
	토지	
	토지대장	
	토지소유자	
	토지채무	
	토지초과세	
	토지초과이득세	
	토질	
	토초세	
	토크	
	토크렌치	
	토큰	
	톤	
	톨루엔	
	통	
	통계	
	통계대행기관	
	통계작성기관	
	통계청	
	통계표	
	통고	
	통고처분	
	통과	
	통과목록	
	통과선하증권	
	통과세	
	통과화물	
	통관	
	통관계획	
	통관고유부호	
	통관국	
	통관기획과	
	통관보류	
	통관불허품	
	통관소요시간	
	통관심사	
	통관안내서	
	통관업	
	통관역	
	통관우체국	
	통관장	
	통관절차	
	통관지세관	
	통관지원과장	
	통관취급법인	
	통관표지	
	통근	
	통나무	
	통로	
	통보	
	통보서	
	통보자	
	통산	
	통상	
	통상실시권	
	통상임금	
	통선	
	통선장	
	통신	
	통신	
	통신망	
	통신망장비관리시스템	
	통신보안	
	통신사	
	통신사실확인자료	
	통신사업	
	통신사업자	
	통신서비스	
	통신설비	
	통신시설	
	통신정보	
	통신판매	
	통신판매업자	
	통신판매중개	
	통안채	
	통역	
	통역사	
	통원환자	
	통일	
	통일교육	
	통일부	
	통장	
	통제	
	통제배달	
	통제실	
	통지	
	통지서	
	통지은행	
	통치	
	통치권	
	통칙	
	통칙자료	
	통폐합	
	통학	
	통할	
	통합	
	통합공고	
	통합공고별표	
	통합교육	
	통합납부	
	통합납부서	
	통합납부업체	
	통합방위	
	통합방위사태	
	통합방위작전	
	통합선거인명부확인시스템	
	통합출력	
	통합형사사법체계	
	통행	
	통행금지	
	통행료	
	통화	
	통화	
	통화안정채권	
	통화할증료	
	퇴거	
	퇴교	
	퇴근	
	퇴비화	
	퇴비화작업	
	퇴사	
	퇴역	
	퇴원	
	퇴임	
	퇴적	
	퇴적물	
	퇴직	
	퇴직공제	
	퇴직금	
	퇴직급여금	
	퇴직급여제도	
	퇴직연금사업자	
	퇴직자	
	퇴출	
	퇴치	
	퇴학	
	퇴학생	
	퇴행	
	투과	
	투기	
	투명	
	투명성	
	투신	
	투약	
	투여	
	투영	
	투융자	
	투입	
	투자	
	투자신탁	
	투자자	
	투자자문업	
	투자진흥지구	
	투찰	
	투찰자	
	투표	
	투표구	
	투표권	
	투표권카드	
	투표소	
	투표함	
	툴	
	트래픽	
	트랙터	
	트랜시버	
	트랜잭션	
	트랩	
	트레일러	
	트루타입	
	트리	
	트리거	
	트리구조	
	트리니트로벤젠	
	트리니트로톨루엔	
	트리메틸렌트리니트라민	
	특게세번	
	특고압	
	특공대	
	특구	
	특구토지이용계획	
	특권	
	특급우편물	
	특급탁송화물	
	특급탁송화물운송업체	
	특기	
	특기	
	특례	
	특례과세	
	특례조달계약	
	특명	
	특별	
	특별관리법인	
	특별교통수단	
	특별긴급관세	
	특별노동위원회	
	특별담보	
	특별사면	
	특별소비세	
	특별지방행정기관	
	특별지원청소년	
	특별징수	
	특보	
	특산물	
	특색사업	
	특성	
	특성주파수	
	특송	
	특송물품전용통관장소	
	특송화물	
	특수	
	특수건강진단	
	특수건물	
	특수경력직공무원	
	특수고압가스	
	특수관계	
	특수관계자	
	특수관계자간거래	
	특수교육	
	특수교육기관	
	특수도서관	
	특수선	
	특수수사대	
	특수압수물	
	특수임무	
	특수작전	
	특수주소	
	특수차	
	특수차량	
	특수판매소	
	특수학교	
	특수학급	
	특수형방사성물질	
	특약	
	특용작물	
	특유	
	특유재산	
	특이	
	특작	
	특정	
	특정건축물	
	특정공무원범죄	
	특정공사	
	특정공정기준	
	특정과제평가	
	특정대기유해물질	
	특정도서	
	특정물질	
	특정범죄	
	특정설비	
	특정소방대상물	
	특정수질유해물질	
	특정수혈부작용	
	특정용도세율	
	특정조달계약	
	특정화학물질	
	특집	
	특징	
	특판	
	특허	
	특허권	
	특허기간	
	특허발명	
	특허보세구역	
	특허수수료	
	특허의승계	
	특허이의신청	
	특허장	
	특허청	
	특허출원	
	특혜	
	특혜관세	
	특혜대상국	
	특혜대상물품	
	특혜원산지규정	
	특화	
	특화사업	
	특화사업자	
	특화세관	
	티엔티	
	티켓	
	팀	
	팀장	
	팁	
	파견	
	파견근로자	
	파견사업주	
	파고	
	파괴	
	파급효과	
	파기	
	파노라마	
	파동	
	파라미터	
	파라자일렌	
	파랑	
	파렛트	
	파면	
	파산	
	파산관재인	
	파산선고	
	파산참가기관	
	파상풍	
	파생	
	파생금융거래	
	파생금융상품	
	파손	
	파손화물보상장	
	파쇄기	
	파악	
	파업	
	파이프	
	파이프라인	
	파인세라믹스	
	파일	
	파일경로	
	파일폴더	
	파장	
	파출	
	파출검사	
	파출소	
	파트너	
	파트타임	
	파티션	
	판결	
	판결문DB2차	
	판권	
	판단	
	판독	
	판독기	
	판례	
	판례법	
	판로	
	판매	
	판매소	
	판매시점정보관리시스템	
	판매업	
	판매업자	
	판매용물품	
	판매자	
	판매자에대한지급	
	판매한도	
	판명	
	판별	
	판사	
	판정	
	판촉	
	판형	
	팔	
	팔당댐	
	팝업	
	팝업창	
	패기	
	패류	
	패밀리	
	패션	
	패스	
	패스워드	
	패칭	
	패키지	
	패킷	
	패킷손실	
	패턴	
	팩	
	팩스	
	팩스번호	
	퍼센트	
	퍼실리테이터	
	펀드	
	펄스	
	펄프	
	펌뱅킹	
	펌웨어	
	펌프	
	펌프장	
	페널티	
	페놀	
	페이지	
	페이지	
	페이지정보	
	페이징	
	페일세이프기능	
	펜션	
	펜컨테이너	
	펜트리트	
	편	
	편무계약	
	편성	
	편성	
	편수	
	편의	
	편의시설	
	편의점	
	편익	
	편익관세	
	편입	
	편제	
	편집	
	편집인	
	편차	
	편찬	
	평	
	평가	
	평가액	
	평가인정	
	평균	
	평균법	
	평균세액증명서	
	평균임금	
	평균전력	
	평면	
	평상	
	평상시	
	평생	
	평생교육	
	평생교육단체	
	평생교육시설	
	평수	
	평일	
	평탄	
	평택세관	
	평형	
	평화	
	평활화	
	폐광산	
	폐광지역	
	폐교	
	폐교재산	
	폐기	
	폐기결과보고서	
	폐기물	
	폐기물감량화시설	
	폐기물처리시설	
	폐기자	
	폐문	
	폐색	
	폐색구간	
	폐쇄	
	폐쇄회로TV	
	폐수	
	폐수배출시설	
	폐업	
	폐업	
	폐전	
	폐점	
	폐지	
	폐차	
	폐천부지	
	폐합	
	폐해	
	포괄	
	포괄담보	
	포괄예정보험	
	포기	
	포기	
	포럼	
	포로	
	포맷	
	포상	
	포인터	
	포장	
	포장	
	포장명세서	
	포장방법	
	포장유해물질	
	포지션	
	포착	
	포크	
	포탈	
	포탈	
	포탈	
	포털	
	포털사이트	
	포트	
	포트폴리오	
	포틀릿	
	포플러	
	포함	
	포획	
	폭	
	폭력	
	폭발	
	폭발성	
	폭설	
	폭약	
	폭원	
	폭주	
	폭탄메일	
	폭풍	
	폰	
	폰뱅킹	
	폴	
	폴더	
	폴리곤	
	폴리스라인	
	폴리오	
	폴리우레탄	
	폴링	
	표	
	표	
	표고	
	표기	
	표류물	
	표면	
	표면높이	
	표명	
	표본	
	표본조사	
	표본추출	
	표시	
	표시기	
	표식	
	표어	
	표적	
	표제부	
	표준	
	표준규격	
	표준물질	
	표준설계도서	
	표준어	
	표준용어	
	표준정관	
	표준통관예정보고서	
	표준화	
	표지	
	표지병	
	표지판	
	표창	
	표출	
	표토	
	표현	
	품	
	품계	
	품명	
	품목	
	품목별수출입요령	
	품목별원산지기준	
	품목분류	
	품목분류사전심사	
	품목분류사전회시요청	
	품목조합	
	품위	
	품의	
	품의자	
	품종	
	품종보호권	
	품종성능	
	품질	
	품질검사	
	품질경영	
	품질경영체제	
	품질관리	
	품질증명서	
	품행	
	풍력	
	풍력계	
	풍배도	
	풍부	
	풍선	
	풍속	
	풍속	
	풍속경찰	
	풍속사범	
	풍속영업	
	풍수해	
	풍수해저감종합계획	
	풍정	
	풍진	
	풍향	
	풍화도	
	프라이버시	
	프랜차이즈	
	프레임	
	프레임워크	
	프로	
	프로그래밍	
	프로그램	
	프로그램저작자	
	프로그램코드역분석	
	프로모션	
	프로세서	
	프로세스	
	프로시져	
	프로젝트	
	프로토콜	
	프로필	
	프록시	
	프리미엄	
	프리캐스트콘크리트	
	프린터	
	플라스틱	
	플래그	
	플랜트	
	플랫랙컨테이너	
	플랫폼	
	플랫폼컨테이너	
	피고인	
	피교육자	
	피그말리온효과	
	피난	
	피더선	
	피더선사	
	피드백	
	피랍	
	피보험자	
	피복	
	피복재	
	피부	
	피부민감성	
	피부색	
	피선거권	
	피씨	
	피연산자	
	피위임자	
	피의	
	피의자	
	피임시술	
	피폭	
	피해	
	피해자	
	피해학생	
	피혁	
	필기	
	필드	
	필름	
	필수	
	필요	
	필요성	
	필증	
	필지	
	필지	
	필터	
	하	
	하계	
	하급	
	하급자	
	하기	
	하단	
	하도급	
	하도급거래	
	하드디스크	
	하드웨어	
	하드코딩	
	하락	
	하류	
	하반기	
	하부	
	하부조직	
	하사관	
	하선	
	하선신고	
	하선신고서	
	하선장소	
	하선증명서	
	하수	
	하수관거	
	하수급	
	하수급인	
	하수급자	
	하수도	
	하수종말처리시설	
	하숙집	
	하역	
	하역업자	
	하역장구	
	하역장소	
	하역장치	
	하역적재업	
	하역통로	
	하역항	
	하우스선하증권	
	하우징	
	하위	
	하의	
	하이브리드	
	하이브리드자동차	
	하이일드펀드	
	하인	
	하자	
	하자담보	
	하자보증	
	하자보증기간	
	하자보증비용	
	하중	
	하차	
	하천	
	하천골재	
	하청인	
	하층	
	하층운	
	하폭	
	하한	
	하한가	
	하행	
	하향	
	학	
	학계	
	학과	
	학교	
	학교경영기관	
	학교교육	
	학교급식	
	학교급식공급업자	
	학교도서관	
	학교법인	
	학교시설	
	학교시설사업	
	학교용지	
	학교용지부담금	
	학교폭력	
	학급	
	학기	
	학년	
	학대	
	학력	
	학명	
	학문	
	학부모	
	학비	
	학사	
	학생	
	학술	
	학습	
	학습자	
	학식	
	학업	
	학예	
	학원	
	학위	
	학자금	
	학자금대출증권	
	학자금대출채권	
	학장	
	학적	
	학점	
	학제	
	학칙	
	학회	
	한강	
	한계	
	한계농지	
	한국	
	한국무역위원회	
	한국무역정보통신	
	한국무역협회	
	한국방사선동위원소협회의장	
	한국산업규격	
	한국섬유직물수출입조합	
	한국어	
	한국은행	
	한국은행총재	
	한국은행총재의허가	
	한국형품목분류표	
	한국환경자원공사	
	한글	
	한도	
	한랭	
	한문	
	한반도	
	한방	
	한방전공의	
	한센병	
	한약	
	한약사	
	한약재	
	한약제제	
	한의사	
	한의약	
	한의약기술	
	한의원	
	한자	
	한정	
	한정능력자	
	한정승인	
	한정치산자	
	한지	
	한천	
	한해	
	할당	
	할당관세	
	할당관세제도	
	할당관세추천	
	할부	
	할부금	
	할부금융	
	할부금융업	
	할인	
	할증	
	함	
	함량	
	함선	
	함수	
	함수	
	함수	
	함양	
	함유	
	함유량	
	함정	
	함정수사	
	합	
	합격	
	합계	
	합명회사	
	합법성감사	
	합병	
	합병등기	
	합병일	
	합병증	
	합산	
	합산과세	
	합성	
	합성영상	
	합숙	
	합승	
	합의	
	합의관할	
	합의세율	
	합의제	
	합의제행정기관	
	합자회사	
	합작	
	합장	
	항	
	항고	
	항공	
	항공고정통신망	
	항공교통	
	항공권	
	항공기	
	항공기상	
	항공기승무원	
	항공기용탑재용기	
	항공기취급업	
	항공기취급업체	
	항공대리점업	
	항공보안요원	
	항공보험	
	항공사	
	항공사고	
	항공사예약정보시스템	
	항공소포우편물	
	항공우주과학기술	
	항공우주산업	
	항공운송사업	
	항공운송사업자	
	항공정보간행물	
	항공화물	
	항공화물운송장	
	항구	
	항균제	
	항로	
	항로조사	
	항로지정방식	
	항만	
	항만관리청	
	항만구역	
	항만배후단지	
	항만시설	
	항만용역업	
	항만운송	
	항만운송관련사업	
	항만운송사업	
	항만운영전산망	
	항목	
	항변권	
	항생물질	
	항생제	
	항소	
	항습	
	항시	
	항암제	
	항온	
	항외하역	
	항차	
	항차번호	
	항측	
	항해	
	항해용선계약	
	항행	
	항행통보	
	해결	
	해고	
	해군	
	해군기지	
	해난	
	해답	
	해당	
	해도	
	해도제작업	
	해류	
	해면	
	해명	
	해발	
	해법	
	해부	
	해사	
	해산	
	해상	
	해상감시1관	
	해상감시2관	
	해상교통	
	해상교통관제방식	
	해상도	
	해상보험	
	해상순찰	
	해상여객운송사업	
	해상운임	
	해상위험	
	해상화물	
	해상화물운송사업	
	해석	
	해석법	
	해설	
	해소	
	해소	
	해수	
	해수면	
	해시코드	
	해안	
	해안선	
	해양	
	해양경찰청	
	해양과학조사	
	해양관측	
	해양사고	
	해양사고관련자	
	해양생산시설	
	해양선하증권	
	해양수산관청	
	해양수산부	
	해양자원	
	해양지명	
	해역	
	해열	
	해외	
	해외건설공사	
	해외건설업	
	해외건설업자	
	해외건설엔지니어링활동	
	해외경제협력기금	
	해외공사	
	해외선물거래	
	해외선물시장	
	해외수역	
	해외임가공물품	
	해외자원개발	
	해외자원개발사업자	
	해외재난	
	해외증권	
	해외직접투자	
	해외총취득가격	
	해운	
	해운대리점업	
	해운동맹	
	해운업	
	해운중개업	
	해원	
	해일	
	해임	
	해저	
	해저광물개발구역	
	해저광업	
	해저광업권	
	해저조광권	
	해적	
	해제	
	해제자	
	해제절단등의작업	
	해조	
	해조류	
	해지	
	해지자	
	해직	
	해체	
	해체	
	해체용선박	
	해충	
	해킹	
	해피콜	
	핵	
	핵무기	
	핵물질	
	핵분열성물질	
	핵심	
	핵심성과지표	
	핵연료	
	핵연료물질	
	핵연료주기사업	
	핵연료집합체	
	핵원료물질	
	핸드드릴	
	핸드폰	
	핸드홀	
	행	
	행동	
	행동강령	
	행락객	
	행렬	
	행방불명	
	행복	
	행사	
	행선지	
	행운	
	행위	
	행위자	
	행위지법	
	행자부	
	행자부통합행정혁신시스템	
	행정	
	행정구역	
	행정규제	
	행정기관	
	행정대집행	
	행정동	
	행정서비스헌장	
	행정소송법	
	행정심판법	
	행정안전부	
	행정자치부	
	행정전자서명	
	행정절차법	
	행정정보	
	행정정보시스템	
	행정제재	
	행정조사	
	행정중심복합도시	
	행정지도	
	행정처분	
	행정청	
	행정코드	
	행정표준코드	
	행태	
	행형	
	향료	
	향상	
	향응	
	향정신성의약품	
	향토	
	향토예비군	
	향후	
	허가	
	허가대상유해물질	
	허가서	
	허가수수료	
	허가신청서	
	허가증	
	허리	
	허벅지	
	허브	
	허용	
	허용응력도	
	허위	
	허위신고	
	허위신고죄	
	허위표시	
	헌법	
	헌법기관	
	헌법소원	
	헌법재판	
	헌법재판소	
	헌장	
	헌혈자	
	헌혈환부예치금	
	험프	
	헤더	
	헤드폰	
	헤딩	
	헤로인	
	헬기	
	헬리콥터	
	헬리포트	
	헷지비율	
	혁명	
	혁신	
	현계	
	현금	
	현금결제	
	현금지급기	
	현대	
	현대화	
	현등	
	현물	
	현물출자	
	현상	
	현실	
	현실전손	
	현안	
	현액	
	현업	
	현장	
	현장검사	
	현장면세	
	현장수납	
	현장직원	
	현장통관	
	현재	
	현지	
	현지법인	
	현충원	
	현품확인	
	현행	
	현행범	
	현황	
	혈관	
	혈당	
	혈압	
	혈액	
	혈액관리업무	
	혈액노출	
	혈액매개감염병	
	혈액원	
	혈액제제	
	혈액형	
	혈연	
	혈족	
	혈청	
	혈청은행	
	혐오	
	혐오시설	
	혐의	
	협대역시스템	
	협대역직접인쇄전신장치	
	협동	
	협동연구개발	
	협동화	
	협력	
	협력사업	
	협력업체	
	협상	
	협약	
	협약	
	협약당사국	
	협약서	
	협약증서	
	협업	
	협의	
	협의회	
	협정	
	협정관세	
	협정보험가액	
	협조	
	협조부처	
	협조자	
	협회	
	형광	
	형기	
	형깊이	
	형벌	
	형법	
	형사	
	형사보상	
	형사사건기록	
	형사사건기록보존	
	형사소송법	
	형사책임	
	형상	
	형성	
	형식	
	형식시험	
	형질	
	형태	
	혜택	
	호	
	호	
	호가	
	호국	
	호남	
	호르몬제	
	호봉	
	호선	
	호소	
	호송	
	호수	
	호스	
	호스팅	
	호안	
	호적	
	호주	
	호주승계	
	호출	
	호출부호	
	호칭	
	호텔	
	호흡	
	호흡기	
	호흡기보호프로그램	
	혼동	
	혼례	
	혼신	
	혼인	
	혼잡	
	혼잡통행료	
	혼재	
	혼재화물	
	혼재화물적하목록	
	혼합	
	혼합세	
	혼혈인	
	홀수	
	홈네트워크	
	홈페이지	
	홍보	
	홍보성	
	홍삼	
	홍수	
	홍역	
	화기	
	화면	
	화물	
	화물관리	
	화물관리번호	
	화물관리인	
	화물단위체	
	화물도착통지서	
	화물명세	
	화물상환증	
	화물선	
	화물선별	
	화물운송주선업자	
	화물의적재제한	
	화물이상보고	
	화물인도지시서	
	화물자동차	
	화물자동차운송가맹사업	
	화물자동차운송가맹사업자	
	화물자동차운송가맹점	
	화물자동차운송사업	
	화물자동차운송주선사업	
	화물자동차운수사업	
	화물적재목록	
	화물적재장소	
